"Brewery_id","Brewery_Name","City","State","Beer_Name","Beer_ID","ABV","IBU","Style","Ounces"
46,"Tallgrass Brewing Company","Manhattan","KS","Halcyon Unfiltered Wheat",412,0.05,20,"American Pale Wheat Ale",12
46,"Tallgrass Brewing Company","Manhattan","KS","Köld Lager (2010)",105,0.05,16,"German Pilsener",16
46,"Tallgrass Brewing Company","Manhattan","KS","Buffalo Sweat",765,0.05,20,"Milk / Sweet Stout",16
46,"Tallgrass Brewing Company","Manhattan","KS","Wild Plum Farmhouse Ale",1196,0.056,20,"Saison / Farmhouse Ale",16
46,"Tallgrass Brewing Company","Manhattan","KS","Halcyon Unfiltered Wheat",676,0.05,20,"American Pale Wheat Ale",16
46,"Tallgrass Brewing Company","Manhattan","KS","Wooden Rooster",2575,0.085,34,"Tripel",16.9
46,"Tallgrass Brewing Company","Manhattan","KS","Velvet Rooster",537,0.085,NA,"Tripel",16
46,"Tallgrass Brewing Company","Manhattan","KS","Ginger Peach Saison",2555,0.048,20,"Saison / Farmhouse Ale",16
46,"Tallgrass Brewing Company","Manhattan","KS","Oasis",912,0.072,93,"Extra Special / Strong Bitter (ESB)",16
46,"Tallgrass Brewing Company","Manhattan","KS","Oasis (2010)",104,0.072,93,"American Double / Imperial IPA",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Sweet Action",1387,0.052,34,"Cream Ale",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Global Warmer",1608,0.07,70,"American Strong Ale",12
47,"Sixpoint Craft Ales","Brooklyn","NY","Bengali Tiger (2011)",422,0.064,62,"American IPA",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Hi-Res",1696,0.099,111,"American Double / Imperial IPA",12
47,"Sixpoint Craft Ales","Brooklyn","NY","Righteous Ale (2011)",423,0.063,57,"Rye Beer",16
47,"Sixpoint Craft Ales","Brooklyn","NY","The Crisp",1388,0.054,42,"German Pilsener",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Autumnation (2011-12) (2011)",512,0.06,48,"Pumpkin Ale",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Bengali Tiger",1385,0.064,62,"American IPA",16
47,"Sixpoint Craft Ales","Brooklyn","NY","4Beans",2574,0.1,52,"Baltic Porter",12
47,"Sixpoint Craft Ales","Brooklyn","NY","Bengali",2090,0.065,62,"American IPA",24
47,"Sixpoint Craft Ales","Brooklyn","NY","Sensi Harvest",1962,0.047,50,"American Pale Ale (APA)",12
47,"Sixpoint Craft Ales","Brooklyn","NY","Rad",2266,0.032,7,"Fruit / Vegetable Beer",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Righteous Ale",1386,0.063,57,"Rye Beer",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Brownstone",778,0.059,47,"American Brown Ale",16
47,"Sixpoint Craft Ales","Brooklyn","NY","The Crisp (2011)",425,0.054,42,"German Pilsener",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Sweet Action (2011)",424,0.052,34,"Cream Ale",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Resin",628,0.091,103,"American Double / Imperial IPA",12
47,"Sixpoint Craft Ales","Brooklyn","NY","Jammer",2479,0.042,16,"Gose",12
47,"Sixpoint Craft Ales","Brooklyn","NY","Abigale",2443,0.08,NA,"Belgian Pale Ale",12
47,"Sixpoint Craft Ales","Brooklyn","NY","Apollo",630,0.052,11,"American Pale Wheat Ale",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Autumnation (2013)",1591,0.067,74,"American IPA",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Harbinger",629,0.049,35,"Saison / Farmhouse Ale",16
47,"Sixpoint Craft Ales","Brooklyn","NY","Diesel",525,0.063,69,"American Stout",16
47,"Sixpoint Craft Ales","Brooklyn","NY","3Beans",1020,0.099,85,"Baltic Porter",12
48,"White Birch Brewing","Hooksett","NH","Raspberry Berliner Weisse",2573,0.055,NA,"Berliner Weissbier",12
48,"White Birch Brewing","Hooksett","NH","Hop Session",2572,0.05,NA,"American IPA",12
48,"White Birch Brewing","Hooksett","NH","Blueberry Berliner Weisse",2571,0.055,NA,"Berliner Weissbier",12
48,"White Birch Brewing","Hooksett","NH","Berliner Weisse",2570,0.055,NA,"Berliner Weissbier",12
49,"Firestone Walker Brewing Company","Paso Robles","CA","Pivo Pils",2462,0.053,NA,"German Pilsener",12
49,"Firestone Walker Brewing Company","Paso Robles","CA","Union Jack",2463,0.075,75,"American IPA",12
49,"Firestone Walker Brewing Company","Paso Robles","CA","805 Blonde Ale",1957,0.047,NA,"American Blonde Ale",12
49,"Firestone Walker Brewing Company","Paso Robles","CA","Easy Jack",2569,0.045,47,"American IPA",12
49,"Firestone Walker Brewing Company","Paso Robles","CA","805",1733,0.047,20,"American Blonde Ale",12
50,"SweetWater Brewing Company","Atlanta","GA","420 Extra Pale Ale",1709,0.054,NA,"American Pale Ale (APA)",12
50,"SweetWater Brewing Company","Atlanta","GA","SweetWater IPA",1710,0.064,NA,"American IPA",12
50,"SweetWater Brewing Company","Atlanta","GA","Take Two Pils",2568,0.055,35,"German Pilsener",12
50,"SweetWater Brewing Company","Atlanta","GA","Waterkeeper",2551,0.057,NA,"Hefeweizen",12
51,"Flying Mouse Brewery","Troutville","VA","Flying Mouse 8",2567,0.04,NA,"American Porter",12
51,"Flying Mouse Brewery","Troutville","VA","Flying Mouse 4",2566,0.07,70,"American IPA",12
52,"Upslope Brewing Company","Boulder","CO","Upslope Craft Lager",444,0.048,22,"Vienna Lager",12
52,"Upslope Brewing Company","Boulder","CO","Upslope Pumpkin Ale",906,0.077,NA,"Pumpkin Ale",16
52,"Upslope Brewing Company","Boulder","CO","Upslope Foreign Style Stout",614,0.069,NA,"Foreign / Export Stout",12
52,"Upslope Brewing Company","Boulder","CO","Blood Orange Saison",2560,0.06,NA,"Saison / Farmhouse Ale",12
52,"Upslope Brewing Company","Boulder","CO","Lee Hill Series Vol. 2 - Wild Saison",2563,0.068,24,"American Wild Ale",19.2
52,"Upslope Brewing Company","Boulder","CO","Upslope Imperial India Pale Ale",1315,0.099,90,"American Double / Imperial IPA",19.2
52,"Upslope Brewing Company","Boulder","CO","Upslope Belgian Style Pale Ale",683,0.075,30,"Belgian Pale Ale",12
52,"Upslope Brewing Company","Boulder","CO","Lee Hill Series Vol. 1 - Barrel Aged Brown Ale",2561,0.076,NA,"American Brown Ale",19.2
52,"Upslope Brewing Company","Boulder","CO","Ferus Fluxus Wild Belgian Pale Ale",1853,0.075,30,"American Wild Ale",19.2
52,"Upslope Brewing Company","Boulder","CO","Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale",2565,0.128,NA,"Quadrupel (Quad)",19.2
52,"Upslope Brewing Company","Boulder","CO","Top Rope Mexican-style Craft Lager",466,0.048,15,"Vienna Lager",12
52,"Upslope Brewing Company","Boulder","CO","Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout",2562,0.099,51,"American Double / Imperial Stout",19.2
52,"Upslope Brewing Company","Boulder","CO","Lee Hill Series Vol. 4 - Manhattan Style Rye Ale",2564,0.104,NA,"Rye Beer",19.2
52,"Upslope Brewing Company","Boulder","CO","Upslope India Pale Ale",79,0.072,NA,"American IPA",12
52,"Upslope Brewing Company","Boulder","CO","Upslope Pale Ale",80,0.058,NA,"American Pale Ale (APA)",12
52,"Upslope Brewing Company","Boulder","CO","Thai Style White IPA",1932,0.065,33,"American White IPA",12
52,"Upslope Brewing Company","Boulder","CO","Upslope Brown Ale",345,0.067,NA,"English Brown Ale",12
52,"Upslope Brewing Company","Boulder","CO","Upslope Christmas Ale",907,0.082,NA,"Winter Warmer",16
53,"Pipeworks Brewing Company","Chicago","IL","Blood of the Unicorn",2559,0.065,NA,"American Amber / Red Ale",16
54,"Bent Brewstillery","Roseville","MN","Uber Lupin Schwarz IPA",2557,0.083,NA,"American Double / Imperial IPA",16
54,"Bent Brewstillery","Roseville","MN","Moar",2558,0.044,44,"English India Pale Ale (IPA)",12
54,"Bent Brewstillery","Roseville","MN","Nordic Blonde",2556,0.057,27,"American Blonde Ale",12
55,"Flesk Brewing Company","Lombard","IL","Moped Traveler",2554,0.055,NA,"American Pale Ale (APA)",16
56,"Pollyanna Brewing Company","Lemont","IL","Mazzie",2553,0.054,45,"American Pale Ale (APA)",12
57,"BuckleDown Brewing","Lyons","IL","Painted Turtle",2552,0.045,NA,"American Pale Ale (APA)",12
58,"Destihl Brewery","Bloomington","IL","Abbey's Single Ale (Current)",1887,0.049,22,"Abbey Single Ale",12
58,"Destihl Brewery","Bloomington","IL","Here Gose Nothin'",2021,0.05,12,"Gose",12
58,"Destihl Brewery","Bloomington","IL","Vertex IPA",2025,0.063,76,"American IPA",12
58,"Destihl Brewery","Bloomington","IL","Strawberry Blonde",2015,0.05,NA,"Fruit / Vegetable Beer",12
58,"Destihl Brewery","Bloomington","IL","Hoperation Overload",1888,0.096,85,"American Double / Imperial IPA",12
58,"Destihl Brewery","Bloomington","IL","Weissenheimer",2550,0.052,16,"Hefeweizen",12
58,"Destihl Brewery","Bloomington","IL","Abbey's Single (2015- )",2505,0.049,22,"Abbey Single Ale",12
59,"Summit Brewing Company","St. Paul","MN","Make It So",2549,0.053,40,"Extra Special / Strong Bitter (ESB)",12
59,"Summit Brewing Company","St. Paul","MN","Hopvale Organic Ale",2473,0.047,55,"American Pale Ale (APA)",16
59,"Summit Brewing Company","St. Paul","MN","Unchained #18 Hop Silo",2415,0.083,100,"American Double / Imperial IPA",16
60,"Latitude 42 Brewing Company","Portage","MI","Beach Cruiser",2547,0.045,NA,"Hefeweizen",12
60,"Latitude 42 Brewing Company","Portage","MI","10 Degrees of Separation",2491,0.055,NA,"English Brown Ale",12
60,"Latitude 42 Brewing Company","Portage","MI","I.P. Eh!",2493,0.068,NA,"American IPA",12
60,"Latitude 42 Brewing Company","Portage","MI","Schoolhouse Honey",2492,0.05,NA,"American Amber / Red Ale",12
61,"4 Hands Brewing Company","Saint Louis","MO","Divided Sky",2286,0.065,NA,"American IPA",12
61,"4 Hands Brewing Company","Saint Louis","MO","Reprise Centennial Red",2288,0.06,NA,"American Amber / Red Ale",12
61,"4 Hands Brewing Company","Saint Louis","MO","Cast Iron Oatmeal Brown",2324,0.055,NA,"American Brown Ale",12
61,"4 Hands Brewing Company","Saint Louis","MO","Resurrected",2285,0.065,NA,"American IPA",12
61,"4 Hands Brewing Company","Saint Louis","MO","Alter Ego",2287,0.055,NA,"American Black Ale",12
61,"4 Hands Brewing Company","Saint Louis","MO","Passion Fruit Prussia",2545,0.035,11,"Berliner Weissbier",12
61,"4 Hands Brewing Company","Saint Louis","MO","Send Help",2544,0.045,18,"American Blonde Ale",12
61,"4 Hands Brewing Company","Saint Louis","MO","Contact High",1870,0.05,28,"American Pale Wheat Ale",12
62,"Surly Brewing Company","Brooklyn Center","MN","CynicAle",13,0.067,33,"Saison / Farmhouse Ale",16
62,"Surly Brewing Company","Brooklyn Center","MN","Coffee Bender",17,0.051,45,"American Brown Ale",16
62,"Surly Brewing Company","Brooklyn Center","MN","Furious",12,0.062,99,"American IPA",16
62,"Surly Brewing Company","Brooklyn Center","MN","Abrasive Ale",15,0.097,120,"American Double / Imperial IPA",16
62,"Surly Brewing Company","Brooklyn Center","MN","Bitter Brewer",19,0.04,37,"English Bitter",16
62,"Surly Brewing Company","Brooklyn Center","MN","SurlyFest",18,0.055,34,"Rye Beer",16
62,"Surly Brewing Company","Brooklyn Center","MN","Doomtree",2409,0.057,NA,"Extra Special / Strong Bitter (ESB)",16
62,"Surly Brewing Company","Brooklyn Center","MN","Todd the Axe Man",2543,0.072,NA,"American IPA",16
62,"Surly Brewing Company","Brooklyn Center","MN","Hell",14,0.051,20,"Keller Bier / Zwickel Bier",16
62,"Surly Brewing Company","Brooklyn Center","MN","Overrated! West Coast Style IPA",1112,0.073,69,"American IPA",16
62,"Surly Brewing Company","Brooklyn Center","MN","BLAKKR",1739,0.099,85,"American Black Ale",16
62,"Surly Brewing Company","Brooklyn Center","MN","WET",329,0.075,90,"American IPA",16
62,"Surly Brewing Company","Brooklyn Center","MN","Bender",16,0.051,45,"American Brown Ale",16
63,"Against The Grain Brewery","Louisville","KY","Citra Ass Down",2540,0.082,68,"American IPA",16
63,"Against The Grain Brewery","Louisville","KY","The Brown Note",2539,0.05,20,"American Brown Ale",16
64,"Crazy Mountain Brewing Company","Edwards","CO","Snowcat Coffee Stout",1689,0.059,NA,"American Stout",12
64,"Crazy Mountain Brewing Company","Edwards","CO","Boohai Red Ale",940,NA,NA,"American Amber / Red Ale",12
64,"Crazy Mountain Brewing Company","Edwards","CO","WinterWonderGrass Festival Ale",1163,NA,NA,"American Amber / Red Ale",12
64,"Crazy Mountain Brewing Company","Edwards","CO","Old Soul",2355,0.075,25,"Belgian Strong Pale Ale",12
64,"Crazy Mountain Brewing Company","Edwards","CO","Crazy Mountain Amber Ale",356,0.052,25,"American Amber / Red Ale",12
64,"Crazy Mountain Brewing Company","Edwards","CO","Mountain Livin' Pale Ale",613,0.06,NA,"American Pale Ale (APA)",12
64,"Crazy Mountain Brewing Company","Edwards","CO","Lava Lake Wit",685,0.052,15,"Witbier",12
64,"Crazy Mountain Brewing Company","Edwards","CO","Neomexicanus Native",2538,0.06,46,"American Pale Ale (APA)",12
65,"SlapShot Brewing Company","Chicago","IL","Tripel Deke",2536,0.082,NA,"Tripel",24
65,"SlapShot Brewing Company","Chicago","IL","Monkey Dancing On A Razor Blade",2537,0.085,NA,"Belgian IPA",24
66,"Mikerphone Brewing","Chicago","IL","Vinyl Frontier",2535,0.083,NA,"American Double / Imperial IPA",24
66,"Mikerphone Brewing","Chicago","IL","Spin Doctor",2528,0.053,NA,"American Pale Ale (APA)",24
66,"Mikerphone Brewing","Chicago","IL","Love In An Ellavator",2529,0.075,NA,"American IPA",24
66,"Mikerphone Brewing","Chicago","IL","Daft Funk",2530,0.043,8,"Berliner Weissbier",24
